#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151593       52.418883   -27.862586  0.0000      470704      52.417624   -27.862590  0.1920      4.532       5.423e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.659e-02   0.013       0           
151593       52.418883   -27.862586  0.0000      470705      52.418678   -27.862128  27.9494     1.803       3.504e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.072e+00   0.843       1           
151600       53.128173   -28.135574  0.0000      274519      53.127243   -28.136277  0.4144      4.197       1.098e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   3.359e-02   0.165       1           
151600       53.128173   -28.135574  0.0000      274616      53.129116   -28.134698  0.5537      4.634       4.329e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.325e-02   0.065       0           
151603       53.026160   -27.543871  0.0000      415608      53.026485   -27.545017  0.1348      4.288       9.103e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.785e-02   0.070       0           
151603       53.026160   -27.543871  0.0000      415640      53.027047   -27.544547  0.0110      4.014       1.576e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.824e-02   0.122       0           
151603       53.026160   -27.543871  0.0000      415861      53.025434   -27.543271  0.8112      3.391       4.794e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.467e-01   0.371       1           
151603       53.026160   -27.543871  0.0000      415863      53.026644   -27.542700  1.2068      4.563       5.071e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.552e-02   0.039       0           
151610       53.199705   -28.147917  0.0000      280176      53.200462   -28.148616  0.0349      3.709       2.782e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.514e-02   0.304       1           
151610       53.199705   -28.147917  0.0000      280186      53.200830   -28.148444  0.1192      4.472       6.173e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.889e-02   0.067       0           
151610       53.199705   -28.147917  0.0000      280757      53.198466   -28.147856  0.0497      4.468       6.231e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.907e-02   0.068       0           
151611       52.837799   -27.152425  0.0000      251514      52.838650   -27.152415  0.2162      3.061       8.014e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.452e-01   0.610       1           
151630       53.071376   -27.331116  0.0000      876409      53.072625   -27.330987  0.1141      4.521       5.557e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.701e-02   0.012       0           
151630       53.071376   -27.331116  0.0000      876471      53.071526   -27.332352  88.5011     4.485       6.009e-04   0.000e+00   1.000e+00   3.021e-01   9.869e-03   1.839e-02   0.013       0           
151630       53.071376   -27.331116  0.0000      876472      53.071693   -27.331436  2.0168      1.623       4.066e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.244e+00   0.860       1           
151630       53.071376   -27.331116  0.0000      876473      53.070091   -27.330801  41.8510     4.762       3.236e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   9.904e-03   0.007       0           
151633       52.141448   -28.009405  0.0000      341406      52.141605   -28.010424  0.0503      3.711       2.775e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.490e-02   0.037       0           
151633       52.141448   -28.009405  0.0000      341459      52.140675   -28.009932  0.0190      3.369       4.969e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.520e-01   0.067       0           
151633       52.141448   -28.009405  0.0000      341460      52.141104   -28.009640  0.1183      1.499       4.464e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.366e+00   0.603       1           
151633       52.141448   -28.009405  0.0000      341461      52.141242   -28.010082  0.0515      2.546       1.607e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   4.918e-01   0.217       0           
151633       52.141448   -28.009405  0.0000      341540      52.140623   -28.008427  0.1378      4.606       4.611e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.411e-02   0.006       0           
